age,name,address,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y 
36,lucius kiehn,"2529 Walsh Freeway \nKesslerland, NJ 11887-6495",management,married,tertiary,no,-381,yes,no,cellular,31,jul,30,29,-1,0,unknown,no
45,eloy parisian,"8983WisozkVistaAve.\nLurlineside,NV67619",unemployed,divorced,primary,no,757,no,no,cellular,20,apr,103,1,325,4,failure,no
34,leone beier,"601 kuhlman lodge st.\nsouth aileen, mn 79273",technician,married,tertiary,no,691,yes,yes,unknown,2,jun,70,1,-1,0,unknown,no
36,maria brekke,"746HU3LSFI3LDST.\NN3WWARD,MI79891-7816",blue-collar,married,primary,no,1925,yes,no,cellular,20,apr,904,2,-1,0,unknown,yes
34,sandy cassin,"2138ABSHIRELOCKSAVE.\NLAKEALLENESTAD,UT22403",management,married,tertiary,no,902,yes,no,cellular,14,may,159,1,367,2,other,no
61,haven gibson,"964 Marvin Shoals St.\nSchmelerberg, MO 76921",retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,81,2,other,no
54,marlin luettgen,"150 Aileen Streets Suite 503\nDaishamouth, PA 67372-7967",services,married,secondary,no,0,no,no,unknown,19,jun,220,1,-1,0,unknown,no
50,ariel kunze,"5175 fran3cki lak3s av3.\nliz3thb0r0ugh, wi 18972",entrepreneur,married,secondary,no,665,no,no,telephone,17,nov,238,1,-1,0,unknown,no
43,garrick kunde,"91350 Letha Lodge\nSouth Stella, MO 20216",admin.,divorced,secondary,no,738,yes,no,cellular,21,nov,585,4,191,4,failure,no
47,tyree kunde,"1440 Dam0n H3ights Av3.\nSt3v3m0uth, M3 97306-2095",blue-collar,married,primary,no,233,no,no,cellular,8,aug,293,3,-1,0,unknown,no
45,edmond rice,"591 Treutel Walk St.\nWest Vitachester, AR 70151",services,married,secondary,no,-839,yes,no,unknown,28,may,68,1,-1,0,unknown,no
57,lauriane harvey,"5936 Hahn Points Suite 288\nSimeonton, AK 77700",retired,married,primary,no,5799,no,no,unknown,17,jun,97,1,-1,0,unknown,no
27,alexander thompson,"7409 R3n33 W3ll Suit3 998\n3ast Brauli0f0rt, 0K 71371-3005",admin.,married,secondary,no,1033,yes,no,unknown,9,may,1713,1,-1,0,unknown,no
49,guiseppe predovic,"362 GLEICHNER FIELDS ST.\NNEW KELVINMOUTH, NC 14223",unemployed,divorced,secondary,no,66,no,no,cellular,9,jul,218,3,-1,0,unknown,no
43,jaron gutmann,"16466ALESSANDROLAND\NLAKECONSUELO,HI92810-2492",services,married,primary,no,2567,yes,no,cellular,14,may,109,1,360,2,failure,no
40,miles lindgren,"9472 DAISHA COURT APT. 611\NLAKE MELLIESIDE, DE 09637-9560",management,married,tertiary,no,1584,yes,no,telephone,21,nov,661,1,-1,0,unknown,no
32,dakota hamill,"6423 FAUSTO ISLANDS APT. 559\NGREENSIDE, MO 83841",services,single,secondary,no,182,yes,no,cellular,6,may,145,1,-1,0,unknown,no
58,clifford cummings,"7424 Victoria Pike Ave.\nSouth Robertaborough, GA 48718-1167",management,married,primary,no,76,yes,no,telephone,18,may,54,4,-1,0,unknown,no
34,domenick stoltenberg,"1829 Cole Expressway Ave.\nNew Jimmy, SC 81942",admin.,single,secondary,no,663,yes,no,cellular,20,apr,111,1,-1,0,unknown,no
46,brayan flatley,"4428 brendan ville \nstiedemannberg, ap 24738-5266",technician,divorced,secondary,no,3455,yes,no,unknown,14,may,566,2,-1,0,unknown,no
29,amelie rippin,"1800 Runolfsson Court Ave.\nEmilyborough, GU 37889-1820",blue-collar,married,secondary,no,15,no,no,cellular,3,jun,136,1,-1,0,unknown,no
52,jordan grady,"7533 Rahsaan Islands Ave.\nPort Alf, MO 77650-4858",blue-collar,married,primary,no,1054,no,no,cellular,4,aug,273,1,-1,0,unknown,no
45,carolyn bernhard,"93745 CHRISTOPHE COMMON\NAUFDERHARCHESTER, LA 61491-3143",management,married,tertiary,no,1529,no,no,cellular,30,jun,160,1,-1,0,unknown,no
26,amparo witting,"515 Tyr33k Sh0als Suit3 879\nSchmidtland, RI 88112-5651",management,single,secondary,no,63,no,no,cellular,28,jul,76,4,-1,0,unknown,no
40,laura bins,"355 Marc F0rk Apt. 530\nP0rt S0nia, AR 50600",technician,married,tertiary,no,0,no,no,cellular,19,aug,44,1,-1,0,unknown,no
41,loyal bernhard,"7980 TRACY EXTENSIONS SUITE 238\NTRACYTON, ME 96056-6721",admin.,married,secondary,no,920,yes,yes,unknown,27,may,239,1,-1,0,unknown,no
47,jewell pfannerstill,"7641HesselFordApt.869\nKertzmannberg,RI37955",admin.,single,secondary,no,3696,no,no,cellular,12,jul,250,2,181,4,success,yes
27,mallory baumbach,"387 Corwin Manors St.\nNew Jasenburgh, KS 18585",technician,single,unknown,no,59,no,no,cellular,15,jul,792,4,-1,0,unknown,no
27,cloyd pagac,"4970 HANNAH C0V3S AV3.\NW3ST WINIFR3D, NY 05535",services,married,secondary,no,0,yes,no,cellular,23,jul,198,13,-1,0,unknown,no
48,maxie walker,"026RAFAELALOCKST.\NO'CONNERSIDE,PR63701-5093",blue-collar,married,secondary,no,157,yes,no,unknown,6,may,73,1,-1,0,unknown,no
49,kieran denesik,"6176 jaden alley suite 732\ngarrettfurt, fm 48595",admin.,married,secondary,no,2465,no,no,cellular,20,aug,157,3,-1,0,unknown,no
35,mozell hermann,"1329 Schroeder Burgs Suite 986\nWest Antonio, PR 91673",blue-collar,married,primary,no,0,yes,no,cellular,24,jul,90,6,-1,0,unknown,no
47,maureen kerluke,"577 Boyer Lights Suite 635\nNellamouth, WY 64546-6558",self-employed,married,secondary,yes,2,no,no,cellular,5,feb,236,2,-1,0,unknown,no
54,tito batz,"587 kutch mountain st.\nwest zita, ok 81111",management,married,tertiary,no,0,no,no,cellular,16,jul,118,5,-1,0,unknown,no
39,teresa barrows,"772 Kris Expressway St.\nPort Rick, KY 62163",management,single,tertiary,no,12437,no,no,telephone,18,nov,40,1,-1,0,unknown,no
28,annabell boyer,"89849OSINSKIPINES\NLUETTGENPORT,SC82504",student,single,secondary,no,378,yes,no,cellular,17,apr,346,1,-1,0,unknown,no
54,stephany hilpert,"315 Julien Summit Suite 513\nNikolausburgh, AA 29569-5627",blue-collar,married,primary,no,211,no,no,unknown,19,jun,200,2,-1,0,unknown,no
34,valentine torp,"031 Ziemann Hill Suite 828\nWest Mandy, MP 47648-4542",technician,married,secondary,no,-228,yes,no,cellular,20,apr,187,3,332,3,other,no
63,buddy pouros,"219 SHANIYA SPRINGS ST.\NJ0HNST0NT0WN, MD 75701-3972",retired,married,secondary,no,2747,no,no,cellular,11,sep,113,1,80,1,failure,no
42,roberta kling,"125 Bennett Neck \nHermannbury, MO 33161",self-employed,married,tertiary,no,1932,yes,no,unknown,16,may,192,32,-1,0,unknown,no
43,anahi macejkovic,"79479WeimannIsland\nNorthTatum,MA99125-1624",technician,single,secondary,no,11269,no,no,unknown,29,may,92,1,-1,0,unknown,no
37,alyson zulauf,"501 J0an Island Apt. 889\nAri3lp0rt, NC 50913-4997",admin.,married,secondary,no,1314,yes,no,cellular,8,may,682,2,85,7,success,no
55,keyshawn gislason,"81833 SCHOEN PORT\NNEHAHAVEN, GA 64613-6344",blue-collar,married,primary,no,2275,no,no,cellular,25,aug,139,9,-1,0,unknown,no
43,aaron schumm,"982 R0gahn Walk Suit3 211\nT0dstad, MN 37849-2857",management,single,tertiary,no,1304,no,no,cellular,6,aug,501,2,-1,0,unknown,yes
41,eleanore reynolds,"385 R0sina Burgs Suit3 133\nW3st Salvad0rshir3, WV 84528-5233",blue-collar,married,secondary,yes,720,no,yes,cellular,24,jul,651,1,-1,0,unknown,yes
47,jakob kerluke,"916 hickl3 driv3 st.\n3ast nik0lasb3rg, nj 39286",technician,divorced,secondary,no,2914,yes,no,cellular,18,aug,405,13,-1,0,unknown,no
34,van gusikowski,"2267AlessandraMissionApt.523\nStephanborough,SD27492-5363",technician,married,secondary,no,1464,yes,no,unknown,23,may,350,1,-1,0,unknown,no
28,daron conn,"884 domenic burgs apt. 482\neast lucianochester, ae 20746-6270",student,single,secondary,no,11555,no,no,cellular,8,apr,125,2,-1,0,unknown,no
36,addison jacobi,"7228 D0nn3lly Strav3nu3 \nCar3ym0uth, KY 10372",services,married,secondary,no,-302,yes,no,cellular,13,may,36,2,-1,0,unknown,no
50,sheldon wilderman,"9198 minni3 0rchard apt. 206\nn3w d3v0nt3, a3 77030-3754",technician,married,secondary,no,2497,yes,no,cellular,21,nov,35,1,176,1,failure,no
35,garfield wilkinson,"536KaylahHarb0rSt.\nLak3J3nnyf3r,MN27545-0101",blue-collar,married,secondary,no,-339,yes,no,unknown,8,may,389,2,-1,0,unknown,no
40,nicholas kunze,"369HagenesViewSt.\nEastBenmouth,LA35492",technician,married,secondary,no,56,yes,yes,cellular,29,jan,194,1,247,1,failure,no
26,mathilde olson,"913 M0RISS3TT3 F0RK ST.\NBRU3NB0R0UGH, M3 05511-7258",self-employed,single,tertiary,no,211,no,no,cellular,29,jan,168,3,-1,0,unknown,no
36,favian boehm,"463 Reichert Divide \nPort Nayelimouth, AA 60809-4869",management,divorced,tertiary,no,3611,yes,no,unknown,4,jun,347,3,-1,0,unknown,no
59,trinity mcclure,"3593 Borer Harbor Ave.\nJohnathonmouth, ND 46515",unemployed,married,primary,no,0,no,no,cellular,30,jan,3025,2,-1,0,unknown,no
28,stephania weissnat,"753KatrinePineSuite570\nLuellaside,ID71920",student,single,secondary,no,459,no,no,cellular,16,mar,83,13,-1,0,unknown,no
46,durward jakubowski,"937 Mik3 R0ads \nW3st Ch3tburgh, KS 70219-3186",entrepreneur,married,unknown,no,242,yes,no,unknown,9,may,332,2,-1,0,unknown,no
50,damaris cole,"6655StrosinRoadsAve.\nNorthMattieview,CA19969-1522",self-employed,married,secondary,no,1138,no,no,cellular,14,aug,219,10,-1,0,unknown,no
53,tierra ledner,"361 Ericka Hills St.\nNew Zechariah, OK 18316",management,married,tertiary,no,1319,yes,no,cellular,16,apr,427,1,150,1,failure,no
81,green abshire,"607 Renner Junctions St.\nAubreeborough, DC 44128",retired,married,secondary,no,1,no,no,cellular,19,aug,65,5,-1,0,unknown,no
35,luisa gaylord,"228 schumm tunnel st.\nsouth hiltonbury, sc 07437",services,divorced,secondary,no,67,yes,no,cellular,5,may,192,2,-1,0,unknown,no
58,selina christiansen,"56353Lar0nLak3s\nWilb3rtland,AL24138-6579",retired,married,unknown,no,937,no,no,cellular,5,aug,155,1,-1,0,unknown,no
44,edgardo hackett,"397 DuBuque Glens St.\nTownemouth, GU 30858",services,married,secondary,no,0,yes,yes,cellular,11,may,161,1,-1,0,unknown,no
38,sophie anderson,"958SchmidtPlazaSuit3092\n3rikp0rt,UT15830-5651",management,married,tertiary,no,-558,yes,no,cellular,21,jul,533,1,-1,0,unknown,no
49,salma hilpert,"18372JanetCourts\nYasminmouth,SC77560-7783",blue-collar,married,secondary,no,171,no,no,cellular,4,feb,19,3,175,2,other,no
33,lela romaguera,"765 Vladimir Ways Suite 474\nSouth Chloeton, MT 12200",technician,single,tertiary,no,696,no,yes,cellular,5,feb,193,1,176,8,failure,no
29,phoebe bahringer,"194 lucas springs st.\nnew vadaland, vt 77812-0707",management,married,tertiary,no,361,yes,yes,cellular,28,jul,819,3,-1,0,unknown,no
28,erna zieme,"3303SydniKeyAve.\nNewAngelica,AA67595-9473",technician,single,secondary,no,227,no,no,cellular,30,apr,278,1,-1,0,unknown,yes
31,bruce bruen,"961MitchellEstates\nWestOllieborough,SD25829",admin.,married,secondary,no,236,yes,yes,telephone,4,may,211,3,-1,0,unknown,no
33,magdalena o'hara,"151H03G3RM0UNTAINS\NW3STHASSI3VILL3,MH18854",management,single,tertiary,no,-53,no,no,cellular,29,jan,617,2,-1,0,unknown,no
52,jeff upton,"7520Guill3rm0Pik3Av3.\nArmstr0ngburgh,WI05808",technician,married,secondary,no,192,yes,no,cellular,23,jul,61,2,-1,0,unknown,no
43,kassandra hintz,"4391 j3rd3 f0rt av3.\nw3st 3rwinshir3, a3 94869",management,divorced,tertiary,no,38,yes,no,cellular,25,jul,197,6,-1,0,unknown,no
32,ryder bayer,"069LilianeVista\nWestOrie,WA84233-1346",self-employed,single,secondary,no,518,yes,no,cellular,18,may,34,7,-1,0,unknown,no
36,clotilde rempel,"778 Tremblay Lane St.\nJairoberg, AL 99219-2797",self-employed,married,tertiary,no,16,yes,yes,cellular,18,jul,95,4,-1,0,unknown,no
41,deion schoen,"9009 hauck parks ave.\ntobinfort, oh 31868-1248",blue-collar,married,secondary,no,-256,yes,no,unknown,3,jun,147,2,-1,0,unknown,no
43,paolo christiansen,"88602BERGSTROMFORD\NWESTJEANIEVIEW,MA74445-5331",blue-collar,married,secondary,no,105,no,yes,cellular,4,jul,668,2,-1,0,unknown,no
45,leola carroll,"52146RoobDrive\nLakePrudence,AP76133",self-employed,married,tertiary,no,334,no,no,unknown,5,jun,87,2,-1,0,unknown,no
39,irma grimes,"79004 TALIA GAT3WAY\NS0UTH LURA, VA 17967-0641",technician,married,secondary,no,1048,no,yes,cellular,21,jul,405,1,-1,0,unknown,no
41,mya hilll,"256 zaria springs suite 791\neleanorachester, tn 05523-0329",services,married,secondary,no,108,yes,yes,unknown,13,may,83,7,-1,0,unknown,no
31,marcos reinger,"505 Kihn Burgs St.\nEast Albin, WA 02547-6809",technician,married,secondary,no,660,no,no,cellular,22,jun,115,1,-1,0,unknown,no
37,kaia kovacek,"606 3milia mall st.\nmaximillianm0uth, mn 52413-3742",unemployed,single,tertiary,yes,0,yes,no,cellular,10,jul,108,1,-1,0,unknown,no
28,junius upton,"3872Kil3yTunn3lApt.239\nP0rtL0ma,MP65608",entrepreneur,married,unknown,no,1034,no,no,cellular,29,jan,113,1,-1,0,unknown,no
47,creola doyle,"56907 Schm3l3r 0rchard\nN3w Th3r3s3, VA 07681-0066",housemaid,married,primary,no,201,yes,no,cellular,7,aug,58,2,382,1,failure,no
37,zula pollich,"1123 weissnat track apt. 142\neast elroychester, ms 55803",housemaid,married,primary,no,189,no,no,cellular,8,aug,148,4,-1,0,unknown,no
60,patsy oberbrunner,"5174HESSELGARDENSAVE.\NNEWBUSTER,NM01885",retired,divorced,unknown,no,-49,yes,no,cellular,29,jan,188,1,261,2,failure,no
43,keaton stanton,"2046 Jailyn Divid3 Suit3 719\nP0rt J0rdivi3w, N3 24457",technician,divorced,secondary,no,1413,yes,no,telephone,28,jul,75,3,-1,0,unknown,no
58,roselyn hodkiewicz,"9328MAZI3RAMPAPT.702\NBART3LLLAND,KY46674",retired,divorced,tertiary,no,264,yes,yes,cellular,8,jul,523,3,-1,0,unknown,no
52,jedediah lowe,"4982 Leland Loop \nSouth Marcelo, RI 01410",entrepreneur,married,tertiary,no,54,yes,yes,telephone,18,nov,103,1,-1,0,unknown,no
50,nina waters,"465Nad3rHillsSt.\nR0salindavi3w,0H81048",blue-collar,married,primary,no,12519,yes,no,cellular,17,apr,146,2,147,4,success,no
32,nikolas rice,"3082 Tia Passage Ave.\nBorertown, RI 18460-7340",services,single,secondary,no,2881,no,no,cellular,2,jul,356,1,-1,0,unknown,yes
42,granville schaefer,"2893 Rau Summit Suite 668\nWeissnatshire, AL 27147-4150",blue-collar,married,primary,no,0,yes,no,cellular,17,jul,71,1,-1,0,unknown,no
31,reva thompson,"5480 0va M3ws Apt. 650\nKi3ranshir3, GU 65003",admin.,married,secondary,no,88,yes,yes,cellular,8,aug,189,2,-1,0,unknown,no
28,abdullah frami,"961LethaFordSuite384\nOdafort,WI67512",blue-collar,married,secondary,no,1020,yes,no,unknown,28,may,251,1,-1,0,unknown,no
36,august runte,"5332 Mohr Views Suite 180\nKuphalbury, AZ 96740-0243",technician,divorced,tertiary,no,119,no,no,cellular,23,jul,127,8,-1,0,unknown,no
51,payton zboncak,"041KATHARINAVALLEYST.\NWARDMOUTH,NC63194",unemployed,single,tertiary,no,1594,no,no,telephone,4,feb,197,1,-1,0,unknown,no
46,titus harber,"63313 novella parkways\nport kaitlin, wa 57217-8191",technician,married,tertiary,no,342,yes,yes,cellular,5,may,84,1,-1,0,unknown,no
50,irwin brakus,"9602 Yasmeen Dam Ave.\nStreichmouth, KS 92415",services,single,secondary,no,72,no,no,unknown,8,may,141,2,-1,0,unknown,no
32,bettie von,"20383 sch03n park\nwild3rmanf0rt, ar 99456-4220",blue-collar,married,secondary,no,14,yes,no,unknown,2,jun,171,1,-1,0,unknown,no
26,larry stiedemann,"314 Camila Dal3 St.\nAu3rm0uth, MI 72379-1222",entrepreneur,single,tertiary,no,81,no,no,cellular,21,jul,262,3,-1,0,unknown,no
41,felipe ritchie,"657JerroldLocksApt.157\nLonnyport,CO72018",self-employed,married,tertiary,no,231,no,no,cellular,7,aug,352,2,-1,0,unknown,yes
39,moshe franecki,"76959 Koepp Flat\nShieldsfort, HI 21848",technician,married,tertiary,no,1161,yes,no,cellular,9,apr,236,1,336,1,failure,no
31,easton hegmann,"1256EstellRapids\nEsperanzaland,WY08611",blue-collar,married,secondary,no,-45,yes,no,unknown,2,jun,184,1,-1,0,unknown,no
28,garrett mueller,"5095 Sc0t T3rrac3 Av3.\nN0rth 3mi3, MN 08186-7288",management,single,tertiary,no,231,yes,yes,cellular,25,jul,568,2,-1,0,unknown,no
31,ubaldo stracke,"198 delores squares st.\nnew camrynville, sc 29242",management,single,secondary,no,36,no,no,cellular,27,aug,105,2,-1,0,unknown,no
30,sunny bailey,"135 H3gmann Missi0n Apt. 724\nY0stp0rt, DC 70962",technician,married,tertiary,no,1570,yes,no,cellular,26,may,260,1,-1,0,unknown,no
35,jayde schuster,"183 weber plaza apt. 336\nnew mistyfurt, pr 19282-3276",technician,married,tertiary,no,7050,no,no,cellular,11,aug,222,3,182,4,success,yes
33,albert shields,"9651 abbott manors suite 530\nport darwinburgh, de 08225",blue-collar,married,primary,no,3704,yes,no,unknown,6,jun,447,2,-1,0,unknown,no
30,mavis rutherford,"299 HAZLE COMMON \NLAVADAHAVEN, IL 31024",technician,single,tertiary,no,6619,yes,no,cellular,21,aug,239,8,-1,0,unknown,no
32,gillian hagenes,"624 MACEJKOVIC PIKE ST.\NPORT JUSTINE, SC 10506-5130",blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,426,1,-1,0,unknown,no
40,garry goodwin,"027 HARTMANN TRACE ST.\NEAST CARMELO, FL 48390",management,single,tertiary,no,1509,no,no,cellular,12,may,333,1,58,3,failure,no
31,jadon rempel,"700 Elliott Ferry Suite 219\nUnaberg, RI 09233",self-employed,married,tertiary,no,1134,no,no,cellular,6,feb,174,2,-1,0,unknown,no
36,jaden muller,"69260 Swift Canyon\nSouth Jameson, MS 66905",technician,married,secondary,no,146,yes,yes,unknown,15,may,284,2,-1,0,unknown,no
33,cloyd kuhn,"67611 ZB0NCAK R0AD\NLAK3 DAYT0N, CA 15390-2920",management,single,tertiary,no,9449,yes,no,cellular,8,may,428,1,-1,0,unknown,no
57,wellington brown,"7233 dawn estate ave.\nkirlintown, ri 04977-9828",retired,married,secondary,no,374,yes,yes,cellular,16,jul,236,1,-1,0,unknown,no
45,zoe emard,"2227Braxt0nLightApt.114\nT3rrym0uth,HI84585",technician,married,secondary,no,88,no,no,cellular,29,aug,150,2,-1,0,unknown,no
59,geovanny boyer,"3242 Cristobal Lodge Suite 259\nArlieshire, MI 32711-6784",management,married,tertiary,no,2764,no,no,cellular,24,dec,237,1,206,2,failure,no
30,evangeline durgan,"2228 Hartmann Mountains Ave.\nSouth Toni, OK 50706-4657",management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,yes
33,mariela ullrich,"857 Henderson Extensions St.\nNorth Patience, CT 35317-2411",technician,married,tertiary,no,8023,no,no,cellular,30,nov,107,1,105,3,failure,no
52,patricia nolan,"6673 p0wl0wski sh0als av3.\nn0rth marc0sburgh, 0h 28735",blue-collar,married,secondary,no,289,yes,no,unknown,21,may,45,13,-1,0,unknown,no
83,leann goldner,"6922 3DA M3AD0W AV3.\NW3ST MARQU3SVILL3, TN 70670-3123",retired,married,secondary,no,0,no,no,cellular,18,mar,140,10,-1,0,unknown,no
58,clair d'amore,"7056 CASPER ESTATE APT. 339\NLEOPOLDMOUTH, KS 20502",self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,yes
33,jennings ledner,"7256 fae lane ave.\nnew isac, wy 13736",management,divorced,tertiary,yes,280,no,yes,cellular,18,nov,155,1,-1,0,unknown,no
41,yolanda champlin,"489 SCHUPPE GROVES APT. 258\NNORTH BENJAMIN, ND 68434",blue-collar,divorced,primary,no,2195,yes,no,unknown,3,jun,211,5,-1,0,unknown,no
31,douglas kohler,"900SWIFTCLUBST.\NMARIETTASIDE,IL12001",self-employed,married,secondary,no,33,no,no,cellular,6,aug,165,4,-1,0,unknown,no
35,margaret satterfield,"8277 Ola Radial Apt. 148\nSouth Veronica, AK 82668-7523",blue-collar,divorced,secondary,no,275,no,yes,cellular,10,jul,144,5,-1,0,unknown,no
27,crystel koepp,"609 tremayne point st.\nnorth thadview, ut 54948-0125",management,single,tertiary,no,703,yes,no,unknown,5,jun,590,3,-1,0,unknown,yes
57,angelica shields,"9714 Bernhard Points Apt. 144\nRitchieton, NH 68129",admin.,divorced,unknown,no,887,no,no,unknown,20,jun,43,8,-1,0,unknown,no
56,vanessa durgan,"450 Brekke Forest Suite 416\nEttiechester, KS 52469-5878",unknown,married,unknown,no,0,no,no,unknown,20,jun,471,2,-1,0,unknown,no
53,isabell waelchi,"54553 Austyn Burg\nLake Robbie, TN 57478-8574",admin.,single,secondary,no,1178,yes,no,unknown,15,may,295,2,-1,0,unknown,no
39,marjory parker,"517 EVERETT CURVE ST.\NKRAIGVILLE, KY 15495",management,married,tertiary,no,2763,yes,no,unknown,2,jun,526,2,-1,0,unknown,yes
32,syble legros,"75075CorwinTurnpike\nNorthAlia,NE58329",entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,aug,27,10,-1,0,unknown,no
46,will krajcik,"48878EulaSpring\nGastonfurt,MP43534-9744",self-employed,married,secondary,no,548,no,no,cellular,12,aug,1181,4,-1,0,unknown,yes
56,velva kunde,"5509MuellerMountainsAve.\nSouthShayneton,NV87116-7656",technician,married,tertiary,no,272,no,no,cellular,26,aug,103,2,-1,0,unknown,no
46,cooper mohr,"236 Jenkins Forest St.\nNorth Fanniefurt, NE 28011-3470",management,divorced,tertiary,no,6269,yes,no,telephone,18,nov,249,3,112,2,failure,no
29,trevion reinger,"396RennerPinesSt.\nWestLew,UT68925-5865",entrepreneur,married,secondary,no,178,yes,no,cellular,5,may,231,4,-1,0,unknown,no
60,ben cassin,"9588Margar3ttAv3nu3Av3.\nN3wCarmin3hav3n,MH48761-6566",management,married,primary,no,252,yes,yes,cellular,13,apr,123,2,147,3,failure,no
33,erna nienow,"12572 K3SSL3R PRAIRI3\NVIRGI3P0RT, A3 66561-0992",housemaid,single,tertiary,no,23663,yes,no,cellular,16,apr,199,2,146,2,failure,no
27,emily ziemann,"9860KYLECOURTAVE.\NPORTMITTIESHIRE,AS40507",entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure,no
50,otho lang,"3107 H3rmist0n C0urt Av3.\nN0rth Alfr3d, SC 99827-2894",self-employed,divorced,tertiary,no,59,yes,no,unknown,28,may,67,2,-1,0,unknown,no
45,cathrine toy,"547RhiannonShoalsApt.766\nLakeKailee,NE31557-1624",services,married,secondary,no,1343,no,yes,cellular,8,jul,220,1,-1,0,unknown,no
58,aliza aufderhar,"174RodriguezPlainsSuite522\nNorthThaddeuston,CT64035-9274",retired,married,secondary,no,225,no,no,cellular,7,aug,122,6,-1,0,unknown,no
59,jordan okuneva,"968Hilari0L0dg3St.\nF3liciaf0rt,LA98383-2704",retired,married,primary,no,0,yes,no,unknown,26,may,104,7,-1,0,unknown,no
58,orie becker,"1366BRIDIECOVEAVE.\NNORTHPEDRO,WV27752-3476",retired,divorced,primary,no,2538,yes,no,cellular,31,jul,307,6,-1,0,unknown,no
64,giuseppe o'reilly,"729 Treutel Neck St.\nMosciskiland, AP 61303-8099",retired,married,primary,no,43,no,no,cellular,11,mar,117,1,91,1,success,no
47,juwan kris,"532LEONELRUE\NDYLANSIDE,VT99268",technician,married,secondary,no,57,no,no,cellular,5,may,253,1,342,1,success,no
40,gabe turner,"80854 V3RNIC3 R0AD\NLAK3 ARASID3, SD 32078-8637",management,married,tertiary,no,-117,yes,no,cellular,17,jul,770,2,-1,0,unknown,no
36,dorian mills,"6188 Wehner Roads Apt. 920\nPort Oralmouth, RI 59646-8825",technician,divorced,secondary,no,666,yes,yes,cellular,3,apr,190,1,133,1,other,no
28,anastacio quigley,"37861 j0c3lyn p0ints\ng0ldasid3, aa 12289-1040",management,single,tertiary,no,0,yes,no,cellular,16,jul,767,5,-1,0,unknown,yes
38,clotilde durgan,"142 McCullough Streets Apt. 998\nKesslerfurt, ND 37858",technician,single,tertiary,no,25,yes,no,cellular,1,jun,232,2,-1,0,unknown,yes
53,serena hyatt,"225 KEELING STATION ST.\NWEST VICTORTOWN, HI 10589-3563",entrepreneur,married,primary,no,1034,yes,no,cellular,19,nov,854,2,170,3,other,no
46,adolphus dach,"968 Abelardo Forges St.\nTiaramouth, NV 54357-5152",blue-collar,single,secondary,no,324,yes,no,unknown,30,may,293,6,-1,0,unknown,no
54,isabelle koch,"6684 Kassandra C0urt Apt. 940\nBradyt0wn, RI 81806",technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94,8,failure,no
32,henriette ullrich,"4133 Patsy Meadow \nPort Theodoraside, OK 77288-0911",management,married,tertiary,no,0,no,no,cellular,19,nov,66,1,-1,0,unknown,no
55,danika kirlin,"2069 collins courts \ncummingsbury, la 99915-0359",management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,failure,no
55,alexandrine hills,"55700 Hagenes Lake\nElzaland, IA 20065",retired,divorced,secondary,no,138,no,no,cellular,17,jul,205,1,-1,0,unknown,no
56,baby renner,"029HymanRampSt.\nKendrickhaven,OH10141",technician,married,secondary,no,4063,no,yes,telephone,28,jul,31,4,-1,0,unknown,no
40,alanna o'kon,"41190Carm3laMall\nJays0nb0r0ugh,MN47135",blue-collar,married,secondary,no,11084,no,no,unknown,11,jun,113,1,-1,0,unknown,no
44,kevon mckenzie,"197MadisonMissionSt.\nNorthJoesph,MO64501-0972",technician,married,secondary,no,310,yes,no,cellular,6,feb,200,1,253,1,failure,no
32,will wiegand,"375 Purdy Walk St.\nBradlyport, MN 53300-7703",entrepreneur,married,unknown,no,73,yes,no,cellular,21,nov,158,1,135,1,failure,no
33,leonie padberg,"8350 h0llis ranch av3.\nka3lam0uth, pr 55720-3187",management,married,tertiary,no,1808,yes,no,unknown,4,jun,99,4,-1,0,unknown,no
41,lorna prohaska,"1839 Collier Pine Ave.\nEast Madge, OH 70745",unemployed,divorced,secondary,no,1281,no,no,cellular,31,jul,45,3,-1,0,unknown,no
37,wilson towne,"217 Izaiah Fi3lds Apt. 796\nS0uth Mari0p0rt, ND 46754-7969",technician,married,secondary,no,64,yes,no,cellular,12,may,239,4,278,2,other,no
58,norwood rau,"0543 Flavi3 Squar3 Av3.\nN3w L0mashir3, IA 97764",management,single,tertiary,no,2,yes,no,telephone,11,may,168,3,-1,0,unknown,no
52,madaline will,"3894 R3ginald Man0r Suit3 497\nAdamshir3, MI 05651-4634",blue-collar,married,secondary,no,60,no,yes,cellular,26,aug,196,2,-1,0,unknown,no
49,angela goodwin,"771 3manu3l l0af st.\nb33rsid3, vi 20856",services,single,secondary,no,133,no,no,unknown,11,jun,319,6,-1,0,unknown,no
